crh_Latn,eng
"“Menim eñ sevimli işimden küç alam”, – Diana Loginova, Harkiv","“My favorite business is my source of strength,” Diana Loginova, Kharkiv"
"Smart-ülke olmalımız, – “Sikorsky Challenge 2023” XII. innovatsiya leyhaları festivaliniñ açılışında İrına Vereşçuk","We need to be a smart country, – Iryna Vereshchuk at the opening of the XII Festival of Innovative Projects “Sikorsky Challenge 2023”"
Devam etken (bitken) arbiy areketler ya da vaqtınca işğal etilgen topraqlar cedveliniñ ingliz versiyası bar,The list of areas where hostilities are (were) carried out or territories temporarily occupied by the russian federation is now obtainable in English
Ukraina 50 ölgen mudafaacını qaytardı,Ukraine returned 50 fallen soldiers
Kelecek afta Kıyivde birinci kere Umumiy ukrain DAK Şuraları forumı olacaq,The All-Ukrainian Forum of IDP Councils will be held for the first time in Kyiv
Ukrain yazı ve tili künü,
3%-li ipoteka: daa 130 devlet içinde alınğan aile imtiyazlı kreditini ala bilir,Mortgage at 3%: 130 more IDP families receive preferential housing loans
Harkiv vVAM Kupyansk rayonınıñ 10 meskün yerinden balalarnı macburen tahliye etmege planlaştırır,The Kharkiv Regional Military Administration intends to evacuate children from ten Kupiansk district settlements forcibly
Herson vilâyetiniñ işğalden azat etilgen topraqları nasıl yañıdan yaraılır,How the liberated territories of Kherson region are being restored
Telükeli rayonlardan köçüv ükümet programması çerçivesinde 840 müessise tahliye etti,"Under the government’s plan to move people to safe places, 840 businesses have relocated from dangerous areas"
"Cemaat, telükeli rayonlardan tahliye etilip köçken balalar aqqında tüşünmeli",Host communities should look after children who have been evacuated from dangerous areas
ReNazirliginde Esirlik tanıma meseleleri eyyetiniñ daa bir oturışı keçirildi,The Ministry of Reintegration hosted a standard gathering of the Commission to verify imprisonment
Kıyiv vilâyetiniñ Tarasivka köyünde “Hansen şееrçikleri” birinci nevbeti açıldı,
"Ukraina, ABden daa 1,5 millirad yevro yatırım aldı",Ukraine gets another $1.5 billion payment from the EU
DAK meseleleri idare ştabınıñ buçuq senelik işi aqqında esabat beremiz,Report on six months of work of the Coordination Center for IDPs
Herson vilâyetiniñ bir qaç meskün yerinde balalarnıñ mecburiy tahliyesi ilâñ etildi,
Donetsk vilâyetiniñ sekiz meskün yerinde balalarnıñ mecburiy tahliyesi ilâñ etildi,
“Nova poşta” Harkiv vilâyetinde ölgen işçilerini ürmetnen añdı,“Nova Poshta” honors the memory of its employees killed near Kharkiv
2023 senesinden berli eñ az 173 biñ ukrain vatandaşı yañı iş yerlerini taptı,More than 173 thousand people from Ukraine landed new jobs starting in 2023
Tolu miqyaslı tecavuznıñ başlanğıcından berli rusiye 2500 ekologiya cinayetini yaptı,"Since the start of the large-scale invasion, russia has committed 2,500 offenses against the environment"
"“Çalışqan qollar asla teslim olmaycaq”, – Olha Yehorova","“Perseverance is key to success,” states Olga Yegorova from Mariupol"
"Avropa eyyeti, Ukraina Energetika destek fonduna 50 million yevro ayıracaq",The European Commission contributes over 50 million EUR to the Energy Support Fund for Ukraine
Bütün Ukraina boyunca 500 DAK şurası teşkil etildi,More than 500 councils have been established throughout Ukraine for internally displaced persons (IDPs)
Cebege yaqın rayonlarda malümat boşluğını qorçalamaq,Protection of the information space in front-line areas
Endi eñ az 3 biñ DAK devletten oquv vauçerlerini aldı,
Mesken qıdırğan ukrain vatandaşları içün AB vaqtınca qorçalav müddetini uzattı,EU extends temporary protection to Ukrainian asylum seekers
Müessiselerarası devlet içinde alınğan kişilerge iş berüv meseleri oturışı keçirildi,
"Eñ az 14 biñ ukrain vatandaşı, devletten oquv vauçerlerini aldı","More than 14,000 Ukrainians gave state education vouchers"
Çiçek ayından berli mecburiy tahliye çerçivesinde Ukrainanıñ telükesiz bölgelerine 856 bala köçti,"Since April, 856 kids have been moved to safe areas in Ukraine through forced evacuation"
Ükümet 2027 senesine qadar tek İslâat planını azırlay,The government is creating a Reform Plan for 2027 that is unified
Ukrainağa yardım etmek içün Avropa parlamenti 50 miliard yevro ayırdı,The European Parliament approves 50 billion euros to help Ukraine
"Sene devamında yeOselâ programması çerçivesinde eñ az 3,6 biñ aile imtiyazlı ipoteka aldı","Over the past year, more than 3,600 families were given a low-interest mortgage through the еOselya program"
Berim ayında ReNazirligi esir etilgen insanlarnıñ ailelerine eñ az 49 million grivna ödedi,"In September, the Reintegration Ministry transferred over 49 million UAH to pay state aid to the families of prisoners"
"İtaliya, Odesa vilâyetini yañıdan quruv ceryanına qatılacaq",Italy will participate in the reconstruction of Odesa region
Berim ayında ReNazirliginiñ sıcaq hatlarına deyerli 45 biñ hitap yollandı,"In September, the Ministry of Reintegration hotlines received nearly 45 thousand requests"
Ukrainada Balalar meseleleri devlet hızmeti teşkil etildi,The State Service for Children was established in Ukraine
Qış mevsiminde ukrainalılarnı destek etmek içün BMT 123 milllon dollar ayıracaq,UN provides $123 million for winter aid to Ukraine
İş qıdırmaq içün DAK ne yerge hitap ete bilirler,Where IDPs should go to find a job
Kıyiv vilâyetinde 112 acele hızmet çalışmağa başladı,Emergency Service 112 launched in Kyiv region
"“Yañı başlanğıç, qolay bir şey degil, amma kereklidir” – Oleksiy Tımçuk, Herson","“Starting over can be difficult, but it’s necessary” – Oleksiy Tymchuk, Kherson"
"Er bir nazirlik, işğalden azat etilecek topraqlarda çalışmaları içün hadimler yedegini yaratmalı – İrına Vereşçuk",
"İrına Vereşçuk, Ükümetleratası ukrain-moldova ticaret-iqtisadiyat işdeşligi meseleleri eyyetiniñ oturışını keçirdi",Iryna Vereshchuk held a meeting on the results of the work of the Interstate Ukrainian-Moldovan Commission on Trade and Economic Cooperation
Vitse baş nazir İrına Vereşçuknıñ başlığınen Bring Kids Back UA areketler planını yerine ketirüvnen bağlı oturış keçirildi,Vice Prime Minister Iryna Vereshchuk chaired a meeting on the realization of the “Bring Kids Back UA” action plan
Bir seneden çoq Cenk vaziyeti şaraitinde ealiniñ mecburiy tahliyesini keçirüv meseleleri idare ştabı çalışa,"For more than a year, the Coordination Center for the Mandatory Evacuation of the Population under Martial Law has been in operation"
Kiyivde halqara Ruhiy sağlıq forumı devam ete,
"Tolu miqyaslı cenk başlağan soñ Ükümet ukrainalılarğa mesken tazminatları, irişilir kreditler ve grantlarğa para üleştirmekteder","Since the start of the full-scale war, the Government has allocated funds towards housing compensation, affordable loans, and grants for Ukrainian citizens"
Vitse baş nazir İrına Vereşçuknıñ başlığınen İdare ştablarınıñ işi aqqında malümat,Information on the Coordination Headquarters chaired by Vice Prime Minister Iryna Vereshchuk
Esir etilgen insanlarğa devlet yardımını ödemek içün ükümet 180 million grivna ayırdı,The government allocates over UAH 180 million for state aid to prisoners of war
"AQŞ, 8 milliard dollarlıq rus aktivlerini blokladılar",U.S. freezes $8 billion in Russian assets
"rusiyede Ukraina, sürgün etilgen ukrain balalarınıñ qaytarılmalarına yönelgen malümat kampaniyasını başlattı",Ukraine launches information campaign in russia to return deported Ukrainian children
Bizim maqsadımız – ukrainalılarnıñ ruhiy sağlığınıñ küçüni quvetleştirmektir,We aim to improve the mental health of Ukrainians
"AB, ukrainalılar içün vaqtınca qorçalav müddetini uzattı",The EU has extended its temporary protection for Ukrainians
"Ükümet, işğalden azat etilecek topraqlarda çalışmaları içün hadimler yedegine ariza berüv ceryanını mükemmelleştirdi",The Government has improved the process of applying to the Personnel Reserve for work in the de-occupied territories
Devam etken (bitken) arbiy areketler ya da vaqtınca işğal etilgen topraqlarnıñ cedveline deñişmeler kirsetildi,Updates to the List of places where military operations are (were) conducted or temporarily occupied have been approved
Ukraina ve Moldova Cumhuriyetiniñ ticaret-iqtisadiy meseleleri ükümet vekilleri körüştiler,
"Bizim missiyamız, köçip kelgen insanlarnı ve cenkten zarar körgen er kesni deste etmektir, dep İrına Vereşçuk",
HAEA rusiyeni ZAESnı Ukrainanıñ kontrolına acelen qaytarmağa çağıra,IAEA urges russia to return ZNPP to Ukraine’s full control immediately
ReNazirlig Kremlniñ esiri Edem Bekirovğa Levko Lukyanenko adına stipendiyanı bermege teşebbüs ete,
Rus propagandasına qarşılıq köstermek içün Ukrainada “Qırım sesi” kanalı çalışa,Ukraine starts “Voice of Crimea” channel to combat russian propaganda
"Ecnebiy ülkelerdeki ukrainalılar, qaçaqlar degiller. Olar, ülkeden ketmege mecbur qalğan insanlardır, – DMHniñ başı","Ukrainians living abroad are not refugees. They are individuals who were forced to leave the country, – head of the SMS"
Ukraina qorçalayıcıları künü hayırlı olsun!,The Day of the Defenders of Ukraine!
Sene devamında Harkiv ve Herson vilâyetleriniñ işğalden azat etilgen topraqlarından eñ az 67 biñ insan tahliye etildi,
"İçtimaiy teşkilâtlarnıñ vekillerinen beraber ükümetçiler, İAETda develt akimiyetini yañıdan yaratuv ve ealisiniñ reintegratsiya strategiyasını muzakere ettiler",Government officials and representatives of civil society organizations discussed the strategy for restoring state authority and reintegrating the DOT population
Donetsk vilâyteiniñ sakinleriniñ Ukrainanıñ telükesiz bölgelerine tahliyesi devam ete,Evacuating residents from Donetsk region to safe areas in Ukraine is ongoing
Qış başlamadan evel cebege yaqın bölgelerniñ sakinlerini odunnen temin etmelimiz,We have to provide firewood for the residents of the frontline regions until winter
"Litvaniyada tahminen 15 biñ ukrainalı, Halqara migratsia teşkilâtından yardım aldı","Around 15,000 Ukrainians in Lithuania got help from the International Organization for Migration"
Vatandaş alı aktlarınıñ devlet sicilinden vesiqalarnı nasıl almaq mümkün,
"Vaqtınca işğal etilgen topraqlarda bala ğayıp olsa, ne yapmaq kerek",What to do in case of a child’s missing in the temporarily occupied territory?
"Olena Zelenskanıñ teşebbüsi, ukrainalılarğa yardım etmek içün 1 million AQŞ dollarını topladı",Olena Zelenska Foundation gets 1 million dollars from the US to assist Ukrainians
İrına Vereşçuk Ukrainada gumanitar qarşılıqnen bağlı halqara körüşüvde iştirak etti,
Berim ayında 9 siyasiy mabüs Levko Lukyanenko adına stidentiyanı aldı,
"Cenk vaqtında mektepten tışlıq, balalar ve aileleriniñ ayat dayanıqlığını arttırmalı",Extracurricular activities should improve the resilience of children and their families during times of war
"Yaponiyadan 21,8 milliard grivna grant parası Ukrainanı yañıdan quruv leyhalarına üleştirilecek",Japan will provide Ukraine with 21.8 billion UAH in grants for reconstruction projects
DAK bütün uquqiy hızmetler türlerini bedava olaraq ala bilirler,IDPs can get all legal services without any charge
DAK içün uquqiy yardım online platforması çalışa,
"“Men öz işime ve ülkemizge inanam”, – Katerına Ptaha, Lugansk",
"Eñ büyük baht, aileniñ bir yerde olmasıdır!",
Esirlikten azat etilgen daa 18 ukrain qadını Lehistanğa reabilitatsiyanı keçirdi,
Qış mevsiminde bizim vatandaşlarımıznıñ zayıf gruppalarınıñ destegine diqqat celp etmelimiz,
Qırım işğali devrinde insan aqları eñ az 5 biñ kere bozuldı,
Ukrainada işğalden azat etilgen topraqlardan qadınlar içün bedava IT-kurs başlaycaq,
DAK içün faydaı çat-botlar,
DAKniñ medeniy integratsiya leyhalarına 5000 yevroğa qadar grant almaq mümkün,IDPs can get up to 5000 EUR for cultural integration projects
